task_id,task_name,fold,n_train,n_test,n_features,n_classes,runtime_s,error,roc_auc,accuracy,log_loss
363613,Amazon_employee_access,0,10000,6554,9,2,361.23726870300004,,0.5046378173971564,0.9421727189502593,0.22096385466238505
363614,anneal,0,718,180,38,5,0.7166891310000665,,0.9999320998132746,0.9833333333333333,0.03643012649075336
363616,APSFailure,0,10000,15200,170,2,2.3579013480000413,"OutOfMemoryError: CUDA out of memory. Tried to allocate 96.11 GiB. GPU 0 has a total capacity of 14.56 GiB of which 2.20 GiB is free. Including non-PyTorch memory, this process has 12.36 GiB memory in use. Of the allocated memory 8.61 GiB is allocated by PyTorch, and 3.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
363618,bank-marketing,0,10000,9043,13,2,704.3158955729999,,0.7336741385371675,0.8830034280659074,0.3236812068221791
363619,Bank_Customer_Churn,0,8000,2000,10,2,80.70449954800006,,0.846040185023236,0.862,0.3530461356225292
363621,blood-transfusion-service-center,0,598,150,4,2,0.22758850400009578,,0.7648635477582846,0.7866666666666666,0.46574630792092536
363623,churn,0,4000,1000,19,2,20.111093583999946,,0.8960278734137501,0.931,0.2219057862996743
363624,coil2000_insurance_policies,0,7857,1965,85,2,0.8896096369999213,"OutOfMemoryError: CUDA out of memory. Tried to allocate 15.18 GiB. GPU 0 has a total capacity of 14.56 GiB of which 11.15 GiB is free. Including non-PyTorch memory, this process has 3.41 GiB memory in use. Of the allocated memory 1.75 GiB is allocated by PyTorch, and 1.54 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
363626,credit-g,0,800,200,20,2,0.5264512450000893,,0.754404761904762,0.74,0.5222600409313495
363627,credit_card_clients_default,0,10000,6000,23,2,0.3768047060000299,"OutOfMemoryError: CUDA out of memory. Tried to allocate 6.71 GiB. GPU 0 has a total capacity of 14.56 GiB of which 4.45 GiB is free. Including non-PyTorch memory, this process has 10.11 GiB memory in use. Of the allocated memory 7.34 GiB is allocated by PyTorch, and 2.65 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
363628,customer_satisfaction_in_airline,0,10000,25976,21,2,0.2999145349999708,"OutOfMemoryError: CUDA out of memory. Tried to allocate 6.71 GiB. GPU 0 has a total capacity of 14.56 GiB of which 4.44 GiB is free. Including non-PyTorch memory, this process has 10.12 GiB memory in use. Of the allocated memory 7.31 GiB is allocated by PyTorch, and 2.68 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
363629,diabetes,0,614,154,8,2,0.27501202999997076,,0.857037037037037,0.7532467532467533,0.4598462028270648
363630,Diabetes130US,0,10000,14304,47,2,0.8602189450000424,"OutOfMemoryError: CUDA out of memory. Tried to allocate 13.41 GiB. GPU 0 has a total capacity of 14.56 GiB of which 11.15 GiB is free. Including non-PyTorch memory, this process has 3.41 GiB memory in use. Of the allocated memory 1.22 GiB is allocated by PyTorch, and 2.07 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
363632,E-CommereShippingData,0,8799,2200,10,2,124.28247053000018,,0.742703912226276,0.6809090909090909,0.5102730030068877
363671,Fitness_Club,0,1200,300,6,2,0.49988483599986466,,0.8113465481886535,0.7666666666666667,0.4803849236397845
363673,GiveMeSomeCredit,0,10000,30000,10,2,2517.5883763350002,,0.8250713544768192,0.9342,0.191741406821566
363674,hazelnut-spread-contaminant-detection,0,1920,480,30,2,4.315391517000535,,0.9628645833333332,0.9104166666666667,0.2547397425998881
363676,heloc,0,8367,2092,23,2,229.86470415799977,,0.7936909340659339,0.7146271510516252,0.5533915581265687
363679,HR_Analytics_Job_Change_of_Data_Scientists,0,10000,3832,12,2,278.58790953599964,,0.7795940725049909,0.7771398747390397,0.4555549372236827
363681,in_vehicle_coupon_recommendation,0,10000,2537,24,2,0.7819984830002795,"OutOfMemoryError: CUDA out of memory. Tried to allocate 8.94 GiB. GPU 0 has a total capacity of 14.56 GiB of which 2.21 GiB is free. Including non-PyTorch memory, this process has 12.35 GiB memory in use. Of the allocated memory 9.62 GiB is allocated by PyTorch, and 2.60 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
363682,Is-this-a-good-customer,0,1378,345,13,2,0.9890595569995639,,0.767219708396179,0.8869565217391304,0.3113943617416404
