task_id,task_name,roc_auc_mean,roc_auc_std,accuracy_mean,accuracy_std,log_loss_mean,log_loss_std
3,kr-vs-kp,0.9958807874447183,,0.9703125,,0.0884097237309736,
6,letter,0.5345565084388725,,0.03725,,13.312464242964479,
11,balance-scale,1.0,,1.0,,0.11943107219505716,
12,mfeat-factors,0.9947569444444444,,0.9375,,0.24728322101972808,
14,mfeat-fourier,0.9794305555555557,,0.8275,,0.5061964007742553,
15,breast-w,0.9943387681159421,,0.9571428571428572,,0.11940544221234606,
16,mfeat-karhunen,0.9910277777777777,,0.905,,0.39854307004055656,
18,mfeat-morphological,0.9643958333333333,,0.715,,0.634304863423504,
22,mfeat-zernike,0.9615763888888891,,0.715,,0.7284700992400235,
23,cmc,0.7582530313717747,,0.5830508474576271,,0.8919904313819811,
28,optdigits,0.9958675320834111,,0.9128113879003559,,0.33153364429750354,
29,credit-approval,0.9065360868639557,,0.8043478260869565,,0.404469135778051,
31,credit-g,0.7779761904761904,,0.75,,0.5139417919638585,
32,pendigits,0.9951436849060779,,0.9072305593451568,,0.3285581697672979,
37,diabetes,0.8205555555555557,,0.7597402597402597,,0.4934507245926105,
43,spambase,0.976613643769069,,0.9446254071661238,,0.18117979765802378,
45,splice,0.9907789623448159,,0.9357366771159875,,0.17375116100502658,
49,tic-tac-toe,0.7426865671641791,,0.703125,,0.5571398582217989,
53,vehicle,0.9253554388320013,,0.7529411764705882,,0.43395002851231784,
219,electricity,0.8565033846074115,,0.7702747434624296,,0.4704111708068851,
2074,satimage,0.984224404283904,,0.8755832037325039,,0.3043111423378441,
2079,eucalyptus,0.9168030036867167,,0.6756756756756757,,0.7329264856472232,
3021,sick,0.9938063408352242,,0.9854304635761589,,0.04550285832448789,
3022,vowel,0.9320707070707072,,0.7727272727272727,,1.9721102953150134,
3549,analcatdata_authorship,0.9998870744368626,,0.9881656804733728,,0.03095662320289259,
3560,analcatdata_dmft,0.5552539358732749,,0.23125,,1.7796568261821857,
3902,pc4,0.9516059027777777,,0.8972602739726028,,0.18341575209355,
3903,pc3,0.8235097864768683,,0.8977635782747604,,0.27003204221363386,
3904,jm1,0.6962629653877578,,0.8098300413412953,,0.4542277735600427,
3913,kc2,0.6990690032858707,,0.819047619047619,,0.48378119250419743,
3917,kc1,0.7994397759103642,,0.8459715639810427,,0.3570529272449149,
3918,pc1,0.8317230273752014,,0.9369369369369369,,0.1997580226620179,
7592,adult,0.905494392148859,,0.8514689323369843,,0.3243050632972126,
9946,wdbc,0.998015873015873,,0.9824561403508771,,0.053636596571516586,
9952,phoneme,0.9030422646869374,,0.8445883441258094,,0.3610692987763864,
9957,qsar-biodeg,0.937625754527163,,0.8625592417061612,,0.3026218122723397,
9960,wall-robot-navigation,0.9989940971172614,,0.9816849816849816,,0.07864395072456129,
9964,semeion,0.9530822655576786,,0.7084639498432602,,0.9776897463686245,
9971,ilpd,0.6683203401842666,,0.6923076923076923,,0.5550436411681849,
9976,madelon,0.7987426035502958,,0.7423076923076923,,0.5542406586668366,
9978,ozone-level-8hr,0.9365789473684212,,0.9368836291913215,,0.14820461384864828,
9981,cnae-9,0.9327015817901234,,0.6574074074074074,,0.9818497768949144,
9985,first-order-theorem-proving,0.6958360998498093,,0.45098039215686275,,1.4389249849116663,
10093,banknote-authentication,1.0,,1.0,,0.002588791908258749,
10101,blood-transfusion-service-center,0.775706627680312,,0.7933333333333333,,0.4614977753766213,
14952,PhishingWebsites,0.9852509159634609,,0.9308005427408412,,0.16040713662243264,
14954,cylinder-bands,0.8751753155680224,,0.8055555555555556,,0.42657759536467615,
14965,bank-marketing,0.8968655785363151,,0.8903018909653876,,0.24106865230729038,
14969,GesturePhaseSegmentationProcessed,0.7675054328501705,,0.48050632911392405,,1.2531706532663727,
125920,dresses-sales,0.5833333333333334,,0.6,,0.6687649602665,
125922,texture,0.94853,,0.8309090909090909,,1.7344801824153737,
146195,connect-4,0.6943849195002127,,0.6585997631734755,,0.8174933612665636,
146800,MiceProtein,0.9994351440961358,,0.9861111111111112,,0.17575165574880777,
146817,steel-plates-fault,0.9429000451474436,,0.7352185089974294,,0.733119120791051,
146819,climate-model-simulation-crashes,0.9057239057239057,,0.9444444444444444,,0.16728456240581888,
146820,wilt,0.996703896540141,,0.987603305785124,,0.03734593336266484,
146821,car,0.9815567087481927,,0.8959537572254336,,0.2928065544628576,
146822,segment,0.9925116970571517,,0.9155844155844156,,0.22501964765807775,
146824,mfeat-pixel,0.9865833333333333,,0.8575,,0.5308569758181818,
167119,jungle_chess_2pcs_raw_endgame_complete,0.9046134550260728,,0.7720883534136547,,0.5546210697270929,
167120,numerai28.6,0.5145641871911242,,0.5075269933554817,,0.692885280000421,
167140,dna,0.9932088238495741,,0.9435736677115988,,0.1592948243039375,
167141,churn,0.8936005085907248,,0.915,,0.22645681896876385,
