task_id,task_name,fold,n_train,n_test,n_features,n_classes,runtime_s,error,roc_auc,accuracy,log_loss
219,electricity,0,22656,22656,8,2,0.7253509199999826,"OutOfMemoryError: CUDA out of memory. Tried to allocate 22.95 GiB. GPU 0 has a total capacity of 14.56 GiB of which 13.66 GiB is free. Including non-PyTorch memory, this process has 926.00 MiB memory in use. Of the allocated memory 607.42 MiB is allocated by PyTorch, and 190.58 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
2074,satimage,0,3215,3215,36,6,85.71995381999977,,0.9832346681087599,0.8771384136858476,0.3088712545200711
2079,eucalyptus,0,368,368,19,5,0.5532124029996339,,0.90512985986229,0.657608695652174,0.7505411835095551
3021,sick,0,1886,1886,29,2,17.10831502100018,,0.9889180762526698,0.9782608695652174,0.05876232776324967
3022,vowel,0,495,495,12,11,0.5503633500002252,,0.9331941638608305,0.7252525252525253,1.9685582426705726
3481,isolet,0,3898,3899,617,26,3.0039802639998925,"OutOfMemoryError: CUDA out of memory. Tried to allocate 26.49 GiB. GPU 0 has a total capacity of 14.56 GiB of which 4.78 GiB is free. Including non-PyTorch memory, this process has 9.79 GiB memory in use. Of the allocated memory 6.24 GiB is allocated by PyTorch, and 3.42 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
3549,analcatdata_authorship,0,420,421,70,4,1.3000856240000758,,0.999907138344984,0.9904988123515439,0.02424882291392834
3560,analcatdata_dmft,0,398,399,4,6,0.34821123799974885,,0.5571651892411443,0.19548872180451127,1.7738702261749706
3573,mnist_784,0,35000,35000,784,10,2.607633220000025,"OutOfMemoryError: CUDA out of memory. Tried to allocate 17.79 GiB. GPU 0 has a total capacity of 14.56 GiB of which 14.10 GiB is free. Including non-PyTorch memory, this process has 474.00 MiB memory in use. Of the allocated memory 213.21 MiB is allocated by PyTorch, and 132.79 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
3902,pc4,0,729,729,37,2,1.9946790260000853,,0.9419768258426966,0.9053497942386831,0.19461206333143402
3903,pc3,0,781,782,37,2,2.5723837489999823,,0.8264423076923078,0.8976982097186701,0.2653845183414948
3904,jm1,0,5442,5443,21,2,258.9832897030001,,0.7083032100496034,0.8092963439279809,0.45405244710055204
3913,kc2,0,261,261,21,2,0.39072923399999127,,0.8173076923076924,0.8237547892720306,0.40623105792385655
3917,kc1,0,1054,1055,21,2,2.650927208000212,,0.8210060799471787,0.8511848341232228,0.3500774428257646
3918,pc1,0,554,555,21,2,0.8012475330001507,,0.8685897435897435,0.9297297297297298,0.19444312770940161
7592,adult,0,24421,24421,14,2,0.6979769619997569,"OutOfMemoryError: CUDA out of memory. Tried to allocate 39.99 GiB. GPU 0 has a total capacity of 14.56 GiB of which 11.30 GiB is free. Including non-PyTorch memory, this process has 3.26 GiB memory in use. Of the allocated memory 1.18 GiB is allocated by PyTorch, and 1.95 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
9910,Bioresponse,0,1875,1876,1776,2,1.6109231789996556,"OutOfMemoryError: CUDA out of memory. Tried to allocate 17.70 GiB. GPU 0 has a total capacity of 14.56 GiB of which 8.20 GiB is free. Including non-PyTorch memory, this process has 6.37 GiB memory in use. Of the allocated memory 6.08 GiB is allocated by PyTorch, and 161.64 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
9946,wdbc,0,284,285,30,2,0.4307888170001206,,0.9986824075050068,0.9859649122807017,0.0532911744436037
9952,phoneme,0,2702,2702,5,2,8.227847175000079,,0.9193321341729659,0.8604737231680237,0.3408981400145869
9957,qsar-biodeg,0,527,528,41,2,1.247411467999882,,0.9132263242375602,0.8693181818181818,0.3469470302458361
9960,wall-robot-navigation,0,2728,2728,24,4,35.770570873,,0.9986682800402187,0.9780058651026393,0.08521483373123881
9964,semeion,0,796,797,256,10,17.645707688999664,,0.9557209756330156,0.6913425345043914,0.9534660099545997
9971,ilpd,0,291,292,10,2,0.2929313039999215,,0.7103365384615385,0.7054794520547946,0.5392040631932363
9976,madelon,0,1300,1300,500,2,125.37654933499971,,0.7740165680473372,0.7069230769230769,0.5748881077230927
9977,nomao,0,17232,17233,118,2,2.477585203000217,"OutOfMemoryError: CUDA out of memory. Tried to allocate 99.56 GiB. GPU 0 has a total capacity of 14.56 GiB of which 6.77 GiB is free. Including non-PyTorch memory, this process has 7.79 GiB memory in use. Of the allocated memory 5.20 GiB is allocated by PyTorch, and 2.46 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
9978,ozone-level-8hr,0,1267,1267,72,2,13.55045784899994,,0.9146482729570345,0.9423835832675612,0.15432702315106375
9981,cnae-9,0,540,540,856,9,24.36447228599991,,0.9420331790123456,0.7092592592592593,0.9017122018348935
9985,first-order-theorem-proving,0,3059,3059,51,6,99.53556183399996,,0.7115450882332865,0.4472049689440994,1.435919017118781
10093,banknote-authentication,0,686,686,4,2,0.5536197699998411,,1.0,1.0,0.0025699141149310508
10101,blood-transfusion-service-center,0,374,374,4,2,0.2620985999997174,,0.7576581904198697,0.7887700534759359,0.47202135353204505
14952,PhishingWebsites,0,5527,5528,30,2,319.9126707549999,,0.9827270736801454,0.9289073806078147,0.16951004068985281
14954,cylinder-bands,0,270,270,37,2,0.6110670100001698,,0.8296783625730995,0.7518518518518519,0.49610142369139815
14965,bank-marketing,0,22605,22606,16,2,0.8865040629998475,"OutOfMemoryError: CUDA out of memory. Tried to allocate 34.27 GiB. GPU 0 has a total capacity of 14.56 GiB of which 11.96 GiB is free. Including non-PyTorch memory, this process has 2.60 GiB memory in use. Of the allocated memory 1.05 GiB is allocated by PyTorch, and 1.42 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
14969,GesturePhaseSegmentationProcessed,0,4936,4937,32,5,224.988747847,,0.7679046152193969,0.48349199918979135,1.2500500560319003
14970,har,0,5149,5150,561,6,3.0728169199996955,"OutOfMemoryError: CUDA out of memory. Tried to allocate 42.07 GiB. GPU 0 has a total capacity of 14.56 GiB of which 6.51 GiB is free. Including non-PyTorch memory, this process has 8.05 GiB memory in use. Of the allocated memory 7.44 GiB is allocated by PyTorch, and 489.37 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
125920,dresses-sales,0,250,250,12,2,0.2798209349998615,,0.5648604269293924,0.584,0.6846611817731175
125922,texture,0,2750,2750,40,11,61.09987209999963,,0.9486666181818183,0.8261818181818181,1.7279915205223138
146195,connect-4,0,33778,33779,42,3,2.139822779000042,"OutOfMemoryError: CUDA out of memory. Tried to allocate 153.02 GiB. GPU 0 has a total capacity of 14.56 GiB of which 9.24 GiB is free. Including non-PyTorch memory, this process has 5.32 GiB memory in use. Of the allocated memory 3.74 GiB is allocated by PyTorch, and 1.46 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
146800,MiceProtein,0,540,540,77,8,3.397115074999874,,0.9980798365695771,0.9462962962962963,0.2010625735058375
146817,steel-plates-fault,0,970,971,27,7,2.6278492889996414,,0.9318426408599948,0.7044284243048403,0.7671508812758856
146819,climate-model-simulation-crashes,0,270,270,18,2,0.4160319359998539,,0.9358387607815526,0.9518518518518518,0.14221249661240695
146820,wilt,0,2419,2420,5,2,5.683914591999837,,0.9963682930977559,0.9855371900826446,0.03779305600197601
146821,car,0,864,864,6,4,0.6572819389998585,,0.977864730496938,0.8773148148148148,0.2939711482855672
146822,segment,0,1155,1155,16,7,2.7336971939998875,,0.9915212733394551,0.8952380952380953,0.24371121134053242
146824,mfeat-pixel,0,1000,1000,240,10,28.115831357999923,,0.9888855555555555,0.832,0.506450438697269
146825,Fashion-MNIST,0,35000,35000,784,10,2.1821315940001114,"OutOfMemoryError: CUDA out of memory. Tried to allocate 19.70 GiB. GPU 0 has a total capacity of 14.56 GiB of which 12.01 GiB is free. Including non-PyTorch memory, this process has 2.55 GiB memory in use. Of the allocated memory 233.58 MiB is allocated by PyTorch, and 2.20 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
167119,jungle_chess_2pcs_raw_endgame_complete,0,22409,22410,6,3,0.1297898529996928,"OutOfMemoryError: CUDA out of memory. Tried to allocate 11.22 GiB. GPU 0 has a total capacity of 14.56 GiB of which 799.81 MiB is free. Including non-PyTorch memory, this process has 13.78 GiB memory in use. Of the allocated memory 11.65 GiB is allocated by PyTorch, and 2.00 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
167120,numerai28.6,0,48160,48160,21,2,0.18473238200022024,"OutOfMemoryError: CUDA out of memory. Tried to allocate 155.53 GiB. GPU 0 has a total capacity of 14.56 GiB of which 799.81 MiB is free. Including non-PyTorch memory, this process has 13.78 GiB memory in use. Of the allocated memory 2.72 GiB is allocated by PyTorch, and 10.93 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
167121,Devnagari-Script,0,46000,46000,1024,46,3.1602805309998985,"OutOfMemoryError: CUDA out of memory. Tried to allocate 25.87 GiB. GPU 0 has a total capacity of 14.56 GiB of which 12.01 GiB is free. Including non-PyTorch memory, this process has 2.55 GiB memory in use. Of the allocated memory 299.42 MiB is allocated by PyTorch, and 2.14 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
167124,CIFAR_10,0,30000,30000,3072,10,7.601555352000105,"OutOfMemoryError: CUDA out of memory. Tried to allocate 66.20 GiB. GPU 0 has a total capacity of 14.56 GiB of which 12.01 GiB is free. Including non-PyTorch memory, this process has 2.55 GiB memory in use. Of the allocated memory 729.59 MiB is allocated by PyTorch, and 1.72 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
167125,Internet-Advertisements,0,1639,1640,1558,2,5.159013089000382,"OutOfMemoryError: CUDA out of memory. Tried to allocate 12.01 GiB. GPU 0 has a total capacity of 14.56 GiB of which 9.29 GiB is free. Including non-PyTorch memory, this process has 5.27 GiB memory in use. Of the allocated memory 4.71 GiB is allocated by PyTorch, and 436.45 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
167140,dna,0,1593,1593,180,3,66.76942671400002,,0.9913541281251655,0.9391086001255493,0.16795194132135824
167141,churn,0,2500,2500,20,2,22.07013783499997,,0.9123139079366294,0.9208,0.21810665162285892
