task_id,task_name,roc_auc_mean,roc_auc_std,accuracy_mean,accuracy_std,log_loss_mean,log_loss_std
11,balance-scale,0.7137827676738161,,0.464,,0.9157556964015017,
12,mfeat-factors,0.5220416666666667,,0.1,,7.516467727901256,
14,mfeat-fourier,0.5662569444444445,,0.1,,7.400273928338092,
15,breast-w,0.9938858695652173,,0.8928571428571429,,0.36316150705544253,
16,mfeat-karhunen,0.4626180555555556,,0.1,,7.420732103818366,
18,mfeat-morphological,0.5905069444444445,,0.1,,6.772364543366383,
22,mfeat-zernike,0.5262291666666667,,0.1,,7.29997859997698,
23,cmc,0.6662182876992341,,0.4271186440677966,,1.0692244406256397,
28,optdigits,0.5195901768681235,,0.09875444839857651,,7.379798833328963,
32,pendigits,0.5901083952306743,,0.10413824465666212,,6.897755332508446,
37,diabetes,0.7381481481481481,,0.6493506493506493,,0.6039831798302184,
43,spambase,0.5603197172112129,,0.6058631921824105,,0.7019163989098465,
53,vehicle,0.601190558573371,,0.3058823529411765,,3.523424056290037,
219,electricity,0.7660336307987314,,0.5824782080988635,,0.6506760523286309,
2074,satimage,0.6985282521887535,,0.21073094867807154,,5.119443113188105,
3549,analcatdata_authorship,0.7279405189221995,,0.378698224852071,,3.245315785998036,
3902,pc4,0.5105251736111112,,0.8767123287671232,,0.38121768845643295,
3903,pc3,0.5784030249110321,,0.8977635782747604,,0.3310274520202588,
3904,jm1,0.6178450267559071,,0.8066146072576941,,0.4755312992334373,
3913,kc2,0.6864731653888281,,0.7904761904761904,,0.4729859218906198,
3917,kc1,0.6664511958629606,,0.8459715639810427,,0.39946882141165174,
3918,pc1,0.6429951690821256,,0.9324324324324325,,0.23668173990856733,
9946,wdbc,0.9216269841269842,,0.6403508771929824,,0.5370374761135107,
9952,phoneme,0.7993211884981914,,0.7067530064754857,,0.5534124281225125,
9957,qsar-biodeg,0.5539235412474849,,0.6635071090047393,,0.654020327992549,
9960,wall-robot-navigation,0.6982754408428516,,0.40384615384615385,,2.6394966592587332,
9964,semeion,0.5969356477838972,,0.10031347962382445,,7.500919295802845,
9976,madelon,0.5271671597633136,,0.5,,0.7236222258023628,
9978,ozone-level-8hr,0.46513157894736845,,0.9368836291913215,,0.2545863536003319,
9981,cnae-9,0.5251736111111112,,0.1111111111111111,,5.69747867596324,
9985,first-order-theorem-proving,0.5497176487323213,,0.12254901960784313,,6.844050802306977,
10093,banknote-authentication,0.9510339654987678,,0.8654545454545455,,0.524886449708672,
10101,blood-transfusion-service-center,0.7640107212475634,,0.76,,0.5197849109581396,
14952,PhishingWebsites,0.8237673867272335,,0.5680687471732248,,0.6732560187935958,
14969,GesturePhaseSegmentationProcessed,0.46920698363032143,,0.21265822784810126,,5.131128997700516,
146800,MiceProtein,0.5342653375210126,,0.1388888888888889,,6.711475482518601,
146817,steel-plates-fault,0.54335955572443,,0.20051413881748073,,6.253995242356779,
146819,climate-model-simulation-crashes,0.6958473625140291,,0.9166666666666666,,0.35666005023788355,
146820,wilt,0.45280483708431307,,0.9462809917355371,,0.2269708122867592,
146822,segment,0.441017316017316,,0.14285714285714285,,6.43239007330684,
146824,mfeat-pixel,0.5008194444444445,,0.1,,7.5394650383871635,
167119,jungle_chess_2pcs_raw_endgame_complete,0.7045169927333287,,0.6562918340026773,,0.9272977586684642,
167120,numerai28.6,0.49241136977932637,,0.4948089700996678,,0.7021332689418245,
167140,dna,0.7517781157815882,,0.23981191222570533,,1.838447214455705,
167141,churn,0.7134223367101776,,0.859,,0.39395741500256787,
