task_id,task_name,fold,n_train,n_test,n_features,n_classes,runtime_s,error,roc_auc,accuracy,log_loss
146195,connect-4,0,10000,13512,42,3,1.84893823099992,"OutOfMemoryError: CUDA out of memory. Tried to allocate 13.41 GiB. GPU 0 has a total capacity of 39.49 GiB of which 10.53 GiB is free. Including non-PyTorch memory, this process has 28.96 GiB memory in use. Of the allocated memory 14.54 GiB is allocated by PyTorch, and 13.92 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
146800,MiceProtein,0,864,216,77,8,0.5421408450001763,,0.5342653375210126,0.1388888888888889,6.711475482518601
146817,steel-plates-fault,0,1552,389,27,7,0.5862705459994686,,0.54335955572443,0.20051413881748073,6.253995242356779
146819,climate-model-simulation-crashes,0,432,108,18,2,0.08404950099975395,,0.6958473625140291,0.9166666666666666,0.35666005023788355
146820,wilt,0,3871,968,5,2,1.2794735409997884,,0.45280483708431307,0.9462809917355371,0.2269708122867592
146822,segment,0,1848,462,16,7,0.5199088740000661,,0.441017316017316,0.14285714285714285,6.43239007330684
146824,mfeat-pixel,0,1600,400,240,10,4.590494846999718,,0.5008194444444445,0.1,7.5394650383871635
146825,Fashion-MNIST,0,10000,14000,784,10,0.7740725590001603,"OutOfMemoryError: CUDA out of memory. Tried to allocate 17.44 GiB. GPU 0 has a total capacity of 39.49 GiB of which 10.53 GiB is free. Including non-PyTorch memory, this process has 28.96 GiB memory in use. Of the allocated memory 13.56 GiB is allocated by PyTorch, and 14.91 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,
167119,jungle_chess_2pcs_raw_endgame_complete,0,10000,8964,6,3,65.07446614499986,,0.7045169927333287,0.6562918340026773,0.9272977586684642
167120,numerai28.6,0,10000,19264,21,2,399.74448141799985,,0.49241136977932637,0.4948089700996678,0.7021332689418245
167140,dna,0,2548,638,180,3,9.605351924000388,,0.7517781157815882,0.23981191222570533,1.838447214455705
167141,churn,0,4000,1000,20,2,3.95621833199948,,0.7134223367101776,0.859,0.39395741500256787
